index,Diameter (nm),Cell_type,Concentration (g/L),Viability (%),Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
3645,598.2,6,1.007738836221215e-10,104.242424,0,0,5,2,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
2300,4.0,14,0.02,113.14,0,0,5,2,1,16,2,17,7,12.0107,2.55,4,0.3
4906,50.0,71,0.01,15.152,0,1,9,7,1,19,24,17,7,81.4084,2.545,20,0.88
1789,30.0,93,6.5307975e-06,95.4324617,27,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
1884,21.0,71,0.005,99.038,0,1,9,7,1,19,24,23,7,12.0107,2.55,4,0.3
732,27.7,46,0.01,101.25,27,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
2728,12.0,26,0.0001621877146845,114.267265,3,0,12,2,0,43,6,3,9,231.5326,2.75,11,0.8525
1374,6.0,47,0.2,47.09,0,0,5,2,1,7,24,17,7,196.966569,2.54,2,1.07
808,28.0,20,1.864596723644476e-08,80.66091,0,0,13,2,0,42,24,17,20,101.9612772,2.708,1,0.675
1224,21.7,44,1.96966569e-05,91.937515,27,1,5,0,2,48,24,17,20,196.966569,2.54,2,1.07
3570,10.0,88,1.0,44.265,0,0,9,11,1,1,24,15,1,60.0843,2.926666666666666,18,0.54
284,10.0,47,8.805064523315803e-05,53.57143,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
4574,60.0,90,0.00814084,97.44493,0,0,5,2,0,31,48,15,12,81.4084,2.545,20,0.88
1348,6.0,64,0.2,43.917,0,0,5,2,1,6,24,17,7,196.966569,2.54,2,1.07
2676,30.0,73,2.076002747962153e-06,82.47104,16,0,5,10,0,29,336,18,21,231.5326,2.75,11,0.8525
1960,17.0,44,4.2743890725559e-08,94.47964,0,1,5,0,2,48,24,13,15,58.933195,1.88,8,0.7683333333333334
4272,47.83,60,2.613024894655343e-09,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
3474,1.5,99,0.15,10.054,0,0,5,10,1,2,24,7,7,195.084,2.28,16,0.805
671,29.57,46,0.1,16.724,0,0,5,5,1,21,72,5,0,107.8682,1.93,0,1.086666666666667
2549,196.4,6,1.849725341605939e-09,88.29703,0,0,5,2,0,41,72,3,9,231.5326,2.75,11,0.8525
852,20.0,6,0.05,107.97,8,0,5,2,1,17,24,7,7,196.966569,2.54,2,1.07
1198,28.18,6,0.0196966569,100.75724,9,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
3914,100.33,76,0.5,29.024,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
438,30.0,53,0.002,100.7,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
2530,20.0,47,1.157663e-07,98.24219,25,0,5,2,0,34,24,15,12,231.5326,2.75,11,0.8525
2714,30.0,81,5.190006869905383e-06,84.69324,45,1,10,0,0,26,24,4,9,231.5326,2.75,11,0.8525
745,39.7,30,0.0001,93.77,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
2112,88.5,85,3.450510054322787e-11,109.20635,0,0,5,7,0,29,4,18,21,143.0914,2.413333333333334,10,0.82
3912,199.89,76,0.05,40.732,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1326,18.0,0,0.0025,87.092,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
4085,170.0,87,9.140833814256589e-11,20.066813,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
628,50.0,32,0.0125,61.954,8,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
4582,18.0,71,7.891138715977885e-07,44.681156,0,0,5,10,0,29,24,14,15,81.4084,2.545,20,0.88
3133,10.9,91,0.005,100.38,26,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
524,50.0,32,0.0125,98.721,10,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
2498,361.4,87,9.277207573987139e-12,75.568184,28,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
4096,11.69,60,1.43182896427082e-06,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
3490,4.0,47,0.2,77.962,33,0,5,2,1,7,48,12,4,195.084,2.28,16,0.805
3396,13.5,50,4.689255281653665e-06,43.195477,33,0,5,3,0,41,72,10,16,195.084,2.28,16,0.805
3849,18.3,92,0.05,96.447,0,0,11,3,1,10,24,17,7,60.0843,2.926666666666666,18,0.54
1749,15.0,48,9.320589126340304e-09,121.29552,0,0,5,2,0,40,24,18,21,104.14912,2.375,4,0.3
3147,39.2,30,0.05,86.799,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
3262,22.0,36,0.005,69.576,0,0,5,2,1,7,24,19,5,74.69279999999999,2.675,15,0.74
13,28.41,47,2.133272508026393e-07,4.0677967,0,0,5,2,0,34,48,17,20,107.8682,1.93,0,1.086666666666667
2709,14.0,6,2.553392592701264e-05,63.070538,0,0,5,2,0,41,48,15,12,231.5326,2.75,11,0.8525
4866,141.0,92,0.01,94.54,0,0,11,3,1,10,3,17,7,81.4084,2.545,20,0.88
2524,8.5,83,0.3472989,74.53416149068323,48,0,12,4,0,25,96,15,12,231.5326,2.75,11,0.8525
253,28.41,47,3.555454180043988e-07,0.0,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
4845,100.0,91,0.03,70.742,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
3502,68.3,48,0.1,68.646,8,0,5,2,1,16,24,16,7,195.084,2.28,16,0.805
3249,65.17,6,0.002,73.056,0,0,5,2,1,17,24,17,7,58.6934,1.91,15,0.74
2488,20.0,70,1.157663e-05,88.671875,25,0,5,3,0,30,24,15,12,231.5326,2.75,11,0.8525
1275,28.18,74,0.0196966569,99.95546,9,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
4711,8.0,9,0.0508802499999999,89.147285,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1661,40.0,55,0.015,51.806,0,0,5,6,1,4,24,17,7,1526.45392,2.564830917874396,4,0.3
392,82.73,99,0.005,33.889,23,0,5,10,1,2,24,5,0,107.8682,1.93,0,1.086666666666667
1695,34.64,108,0.001,74.217,0,1,5,3,1,23,6,17,7,720.642,2.55,4,0.3
3810,59.72,6,0.2,31.435,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
280,28.41,47,5.688726688070381e-08,57.916668,0,0,5,2,0,34,24,3,9,107.8682,1.93,0,1.086666666666667
2384,274.1,73,6.804631170809617e-12,82.5811,49,1,5,10,0,29,24,14,15,231.5326,2.75,11,0.8525
3468,4.8,33,0.02,99.274,8,0,5,2,1,17,48,5,0,195.084,2.28,16,0.805
4607,60.0,25,1.574917970775073e-11,80.81022,0,1,5,3,0,45,4,16,20,81.4084,2.545,20,0.88
3838,19.4,1,0.016,102.73,0,1,5,2,1,20,24,7,7,60.0843,2.926666666666666,18,0.54
658,20.0,59,0.05,92.014,0,0,9,3,1,9,24,7,7,107.8682,1.93,0,1.086666666666667
3580,10.0,88,0.1,82.714,0,0,9,11,1,1,24,25,7,60.0843,2.926666666666666,18,0.54
2752,145.8,87,5.651570349035755e-10,104.83871,32,0,9,11,0,29,72,16,20,231.5326,2.75,11,0.8525
3287,21.6,48,0.025,92.71,0,0,5,2,1,16,24,19,5,74.69279999999999,2.675,15,0.74
3023,114.0,39,0.05,65.89,36,0,5,2,1,15,24,25,7,231.5326,2.75,11,0.8525
1031,13.0,78,0.006,74.189,8,0,12,7,1,17,24,23,7,196.966569,2.54,2,1.07
2043,250.0,38,0.03125,73.852,2,1,5,3,1,13,24,17,7,63.546,1.9,10,0.82
349,28.41,45,7.110908360087976e-08,38.723404,0,0,5,5,0,45,48,3,9,107.8682,1.93,0,1.086666666666667
1399,18.0,105,0.0006,82.008,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
458,30.0,53,0.02,67.308,0,0,9,7,1,1,24,16,7,107.8682,1.93,0,1.086666666666667
3665,437.0,83,2.154079188530087e-10,74.347824,25,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
189,28.41,47,8.533090032105572e-08,30.198675,0,0,5,2,0,34,72,18,21,107.8682,1.93,0,1.086666666666667
2921,10.9,91,0.2,94.615,26,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
2376,36.0,6,3.003476197861912e-08,86.00683,0,0,5,2,0,41,24,18,21,231.5326,2.75,11,0.8525
4358,38.0,44,1.091240621311237e-08,94.90909,0,1,5,0,2,48,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
2043,250.0,38,0.03125,73.852,2,1,5,3,1,13,24,17,7,63.546,1.9,10,0.82
2202,40.0,6,0.05,85.872,0,0,5,2,1,17,24,16,7,79.5454,2.67,10,0.82
4089,170.0,87,7.312667051405271e-10,131.1093,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
4138,25.0,6,0.05,87.07,0,0,5,2,1,17,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4501,75.0,63,2.727177540241956e-08,105.83732,0,1,5,6,0,29,3,17,20,81.4084,2.545,20,0.88
1045,42.9,68,0.00182,3.7946,6,0,3,2,1,15,24,16,7,196.966569,2.54,2,1.07
2913,10.9,91,0.01,97.788,26,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
3597,14.23,48,0.1,63.816,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
4812,20.0,37,0.75,39.665,0,0,5,3,4,17,48,17,7,81.4084,2.545,20,0.88
3709,437.0,83,1.077039594265044e-10,100.350876,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
4910,141.0,92,0.1,72.075,0,0,11,3,1,10,3,17,7,81.4084,2.545,20,0.88
3017,8.0,47,0.002,83.653,7,0,5,2,1,7,48,17,7,231.5326,2.75,11,0.8525
4523,165.0,5,5.122422126675351e-11,41.92771,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
4819,94.5,99,0.01,57.358,0,0,5,10,1,2,24,17,7,81.4084,2.545,20,0.88
906,61.46,89,0.04,1.2121,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
3557,30.0,46,0.1,7.6782,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
1995,78.3,49,0.05,114.1,0,1,2,2,1,16,48,17,7,240.797185,2.771428571428571,8,0.7683333333333334
102,29.57,47,0.02,101.44,0,0,5,2,1,7,24,17,7,107.8682,1.93,0,1.086666666666667
2187,30.09,106,0.0316,1.1561,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
2319,145.8,87,2.825785174517878e-10,93.7606835,32,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
719,27.1,46,0.005,96.128,8,0,5,5,1,21,48,17,7,107.8682,1.93,0,1.086666666666667
292,92.0,24,1.257594869324514e-10,41.72621,8,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1485,20.0,47,1.044902e-06,87.04453,0,0,5,2,0,34,24,17,20,208.9804,2.02,3,1.035
3406,13.5,65,2.93078455103354e-07,64.84472,19,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
4930,100.0,91,0.035,9.6838,0,0,5,2,1,4,24,17,7,81.4084,2.545,20,0.88
1341,40.0,95,1.515575282342455e-08,23.969696,30,0,9,0,0,28,24,2,16,196.966569,2.54,2,1.07
2264,10.0,6,0.025,84.768,0,0,5,2,1,17,24,16,7,79.5454,2.67,10,0.82
4249,100.0,63,2.993927768629509e-09,125.0,0,1,5,6,0,29,3,18,21,79.8658,2.806666666666667,19,0.8516666666666667
3495,4.0,47,0.2,78.436,33,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
1554,95.5,32,1.212252729308839e-05,0.0,0,0,5,3,0,45,24,18,21,632.5663,2.586144578313253,4,0.3
3800,100.0,44,0.025,95.522,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
2303,4.0,100,0.05,100.42,0,0,5,2,1,5,2,17,7,12.0107,2.55,4,0.3
3694,375.4,83,3.397998406730956e-10,72.391304,34,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1513,98.4,6,1.036676400118902e-05,19.125683,0,0,5,2,0,41,24,18,21,632.5663,2.586144578313253,4,0.3
4322,50.0,87,5.748341315768657e-08,21.552622,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
4834,30.0,6,0.01,89.52,0,0,5,2,1,17,24,7,7,81.4084,2.545,20,0.88
2118,88.5,6,3.633049799664482e-09,43.229813,0,0,5,2,0,41,24,18,21,143.0914,2.413333333333334,10,0.82
2825,30.0,88,0.05,88.144,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
4403,15.0,35,0.2,44.8,0,0,5,2,3,15,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1273,28.18,6,0.0984832844999999,93.27394,9,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
4621,165.0,5,8.19587540268056e-14,96.14458,0,0,5,2,0,45,6,17,20,81.4084,2.545,20,0.88
358,20.0,61,4.080308473352364e-08,85.67742,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
2610,957.0,30,1.59880642016515e-14,95.435032,0,1,5,0,0,38,12,14,15,231.5326,2.75,11,0.8525
229,28.41,45,1.137745337614076e-06,6.808511,0,0,5,5,0,45,24,3,9,107.8682,1.93,0,1.086666666666667
1287,4.2,103,0.01,98.172,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
2467,145.8,87,7.053159795596625e-11,93.7606835,32,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
2378,36.0,6,7.508690494654783e-08,72.735,0,0,5,2,0,41,24,17,20,231.5326,2.75,11,0.8525
2928,10.0,91,0.15,99.01,36,0,5,2,1,4,3,17,7,231.5326,2.75,11,0.8525
1181,27.17,74,0.0984832844999999,101.0245,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
2455,361.4,90,1.855441514797428e-11,17.514124,28,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
189,28.41,47,8.533090032105572e-08,30.198675,0,0,5,2,0,34,72,18,21,107.8682,1.93,0,1.086666666666667
1823,14.3,83,2.612319e-07,98.40637,42,0,12,4,0,25,16,17,20,261.2319,2.597272727272728,4,0.3
85,28.41,45,1.422181672017595e-06,23.25733,0,0,5,5,0,45,48,18,21,107.8682,1.93,0,1.086666666666667
216,35.0,47,2.053659364038672e-06,51.42857,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
3920,59.72,48,0.2,54.713,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
3181,39.2,30,0.0001,100.0,0,1,5,2,1,14,12,17,7,40.3044,2.375,12,0.86
3709,437.0,83,1.077039594265044e-10,100.350876,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
3384,13.5,65,5.861569102067081e-07,91.18671,33,0,5,2,0,33,24,10,16,195.084,2.28,16,0.805
1153,90.0,75,0.025,13.226,0,0,5,3,1,21,72,17,7,196.966569,2.54,2,1.07
1504,98.4,6,1.259335864245523e-05,15.846994,0,0,5,2,0,41,24,17,20,632.5663,2.586144578313253,4,0.3
637,50.0,6,0.0125,75.064,11,0,5,2,1,17,72,16,7,107.8682,1.93,0,1.086666666666667
4559,24.0,6,1.664537072901585e-08,90.41096,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
4269,56.0,40,3.409629838544904e-08,51.24183,46,0,5,0,2,45,24,1,16,79.8658,2.806666666666667,19,0.8516666666666667
4876,100.0,91,0.03,9.0909,0,0,5,2,1,4,48,17,7,81.4084,2.545,20,0.88
1002,4.7,88,0.005,100.25,8,0,9,11,1,1,48,15,1,196.966569,2.54,2,1.07
547,100.0,23,0.005,90.169,0,1,5,3,3,11,48,7,7,107.8682,1.93,0,1.086666666666667
3247,65.17,6,0.001,94.962,0,0,5,2,1,17,24,17,7,58.6934,1.91,15,0.74
1053,20.0,48,0.0125,98.377,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
716,27.1,46,0.075,14.494,8,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
141,50.0,6,0.1,44.757,10,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
917,61.46,16,0.04,2.0979,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
30,40.0,22,0.025,80.91,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
1559,260.0,59,2.754320596624287e-07,95.50218,22,0,9,3,0,27,24,17,20,1526.45392,2.564830917874396,4,0.3
434,20.0,22,0.01,49.737,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
3494,4.0,47,0.4,57.109,33,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
4266,47.83,51,8.361679662897097e-08,92.376682,0,0,5,14,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1732,34.64,110,0.001,77.778,0,1,9,3,1,21,24,17,7,720.642,2.55,4,0.3
587,20.0,22,0.025,5.5263,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
874,50.0,75,0.025,7.2335,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
1400,18.0,105,0.0003,84.876,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
4195,42.3,48,0.2,103.17,0,0,5,2,1,16,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4873,71.0,48,0.05,10.0,0,0,5,2,1,16,48,17,7,81.4084,2.545,20,0.88
2850,10.9,91,0.1,109.82,26,0,5,2,1,4,3,19,5,231.5326,2.75,11,0.8525
4340,124.9,5,2.458521360223581e-10,83.809525,0,0,5,2,0,45,24,17,20,79.8658,2.806666666666667,19,0.8516666666666667
2428,361.4,90,9.277207573987139e-12,37.288136,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
4009,56.7,44,0.02,84.167,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
3187,639.0,30,6.84207292430696e-13,32.56693,0,1,5,0,0,38,24,14,15,40.3044,2.375,12,0.86
2350,170.0,102,1.140893022490905e-07,76.6265,16,0,8,2,0,39,24,17,20,231.5326,2.75,11,0.8525
138,17.0,56,0.01348,8.0563,0,1,5,2,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
3190,639.0,30,6.842072924306959e-12,87.64045,0,1,5,0,0,38,12,17,20,40.3044,2.375,12,0.86
2526,20.0,70,1.157663e-07,99.80469,25,0,5,3,0,30,24,15,12,231.5326,2.75,11,0.8525
1886,21.0,71,0.05,94.918,0,1,9,7,1,19,24,23,7,12.0107,2.55,4,0.3
165,29.57,46,0.6,8.2426,0,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
1242,40.0,95,1.515575282342455e-08,44.333332,31,0,9,0,0,28,24,2,16,196.966569,2.54,2,1.07
444,29.57,47,0.2,36.439,0,0,5,2,1,7,24,5,0,107.8682,1.93,0,1.086666666666667
1418,20.0,47,1.044902e-06,91.51515,27,0,5,2,0,34,24,17,20,208.9804,2.02,3,1.035
1873,170.0,41,1.013274584987603e-08,85.35565,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
4859,100.0,91,0.02,92.795,0,0,5,2,1,4,24,19,5,81.4084,2.545,20,0.88
2332,361.4,90,1.855441514797428e-11,63.54501,28,0,5,2,0,31,72,9,9,231.5326,2.75,11,0.8525
4089,170.0,87,7.312667051405271e-10,131.1093,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
4632,165.0,5,8.195875402680561e-12,86.02409,0,0,5,2,0,45,48,17,20,81.4084,2.545,20,0.88
2024,30.0,87,8.634155399995486e-25,76.29261,0,0,9,11,0,29,24,15,12,51.9961,1.66,9,0.94
2594,361.4,87,7.421766059189711e-11,93.133453,28,0,9,11,0,29,1,14,15,231.5326,2.75,11,0.8525
938,61.06,16,0.01,79.254,8,1,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
4464,20.0,20,0.05,72.89,0,0,4,2,1,18,24,17,7,79.8658,2.806666666666667,19,0.8516666666666667
4708,8.0,18,0.0814083999999999,68.21706,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
2614,957.0,30,3.1976128403303e-12,92.134834,0,1,5,0,0,38,24,17,20,231.5326,2.75,11,0.8525
2134,52.51,6,1.380640139209588e-08,48.16514,0,0,5,2,0,41,24,17,20,79.5454,2.67,10,0.82
745,39.7,30,0.0001,93.77,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
2397,145.8,90,1.130314069807151e-09,57.457626,32,0,5,2,0,31,24,14,15,231.5326,2.75,11,0.8525
4495,8.0,73,0.0508802499999999,25.193798,0,1,5,10,0,29,24,15,17,81.4084,2.545,20,0.88
1548,95.5,32,6.667390011198614e-06,43.0,0,0,5,3,0,45,24,18,21,632.5663,2.586144578313253,4,0.3
2493,361.4,87,1.855441514797428e-11,89.871091,28,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
1399,18.0,105,0.0006,82.008,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
3025,10.0,91,0.05,96.287,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1234,40.0,95,1.515575282342455e-08,98.0,30,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
3398,13.5,47,1.172313820413416e-06,45.0,19,0,5,2,0,34,72,10,16,195.084,2.28,16,0.805
2536,20.0,47,1.157663e-06,92.54902,5,0,5,2,0,34,24,15,12,231.5326,2.75,11,0.8525
2625,145.8,90,1.130314069807151e-09,10.665605,32,0,5,2,0,31,120,15,22,231.5326,2.75,11,0.8525
493,16.7,92,0.1,72.927,0,0,11,3,1,10,24,17,7,107.8682,1.93,0,1.086666666666667
4479,21.0,7,0.02,107.08,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
2704,12.0,47,0.000324375429369,106.33531,3,0,5,2,0,34,6,3,9,231.5326,2.75,11,0.8525
3502,68.3,48,0.1,68.646,8,0,5,2,1,16,24,16,7,195.084,2.28,16,0.805
4872,71.0,49,0.025,90.095,0,1,2,2,1,16,48,17,7,81.4084,2.545,20,0.88
4086,170.0,87,1.828166762851318e-11,21.194798,0,0,9,11,0,29,24,14,15,79.8658,2.806666666666667,19,0.8516666666666667
4695,639.0,30,3.527642890429357e-12,43.820225,0,1,5,0,0,38,24,17,20,81.4084,2.545,20,0.88
245,28.41,47,2.84436334403519e-07,36.25,0,0,5,2,0,34,24,3,9,107.8682,1.93,0,1.086666666666667
1925,33.0,92,0.001,97.8,0,0,11,3,1,10,24,17,7,172.1148,2.666666666666667,7,1.08
4520,165.0,5,8.19587540268056e-14,100.52232,0,0,5,2,0,45,3,18,21,81.4084,2.545,20,0.88
1241,40.0,95,1.515575282342455e-08,75.09091,31,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
2305,8.0,35,0.0005,98.9,7,0,5,2,3,15,24,17,7,159.6882,2.796,11,0.8525
2492,361.4,87,3.710883029594856e-11,90.333368,28,0,9,11,0,29,72,14,15,231.5326,2.75,11,0.8525
1134,1.5,103,0.001,56.562,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
4339,124.9,5,2.458521360223581e-10,73.650795,0,0,5,2,0,45,48,17,20,79.8658,2.806666666666667,19,0.8516666666666667
3218,14.0,6,7.633750982421941e-06,77.44945,0,0,5,2,0,41,96,15,12,70.937445,2.495,13,0.6483333333333333
1926,25.0,42,0.05,107.94,0,0,5,2,1,9,24,19,5,172.1148,2.666666666666667,7,1.08
3315,4.0,64,0.2,78.972,33,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
656,20.0,23,0.0005,83.505,0,1,5,3,3,11,48,7,7,107.8682,1.93,0,1.086666666666667
885,6.0,27,0.2,57.024,0,0,5,2,1,17,24,17,7,196.966569,2.54,2,1.07
554,100.0,59,0.005,96.61,0,0,9,3,1,9,48,7,7,107.8682,1.93,0,1.086666666666667
2469,145.8,87,2.825785174517878e-10,95.4700856,32,0,9,11,0,29,4,14,15,231.5326,2.75,11,0.8525
2801,4.0,14,0.1,99.179,0,0,5,2,1,16,2,17,7,12.0107,2.55,4,0.3
1752,10.0,83,7.117444084882831e-07,96.17647,44,0,12,4,0,25,24,4,9,261.2319,2.597272727272728,4,0.3
3323,20.12,64,0.01,48.226,0,0,5,2,1,6,72,17,7,195.084,2.28,16,0.805
93,28.41,47,1.137745337614076e-07,65.960266,0,0,5,2,0,34,24,18,21,107.8682,1.93,0,1.086666666666667
4542,60.0,90,8.140839999999999e-05,98.37004,0,0,5,2,0,31,48,15,12,81.4084,2.545,20,0.88
3422,24.6,35,0.02,97.666,0,0,5,2,3,15,6,19,5,195.084,2.28,16,0.805
1623,122.0,6,7.881884480451593e-06,50.0,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
999,20.0,48,0.005,106.49,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
3798,21.06,6,0.05,50.797,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
2054,88.5,85,3.450510054322787e-11,109.20635,0,0,5,7,0,29,3,17,20,143.0914,2.413333333333334,10,0.82
4494,75.0,63,1.090871016096782e-07,49.186604,0,1,5,6,0,29,3,17,20,81.4084,2.545,20,0.88
4423,38.0,29,1.091240621311237e-09,87.818184,0,1,5,0,0,26,24,6,14,79.8658,2.806666666666667,19,0.8516666666666667
3918,100.33,76,0.01,53.902,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1390,6.3,105,0.005,96.61,0,0,5,13,4,3,24,17,7,196.966569,2.54,2,1.07
4577,60.0,28,8.140839999999999e-05,98.67841,0,0,5,2,0,32,48,15,12,81.4084,2.545,20,0.88
835,50.0,57,0.0025,96.078,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
1010,33.69,89,0.0002,78.632,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
3025,10.0,91,0.05,96.287,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
3426,12.5,47,0.025,66.667,18,0,5,2,1,7,72,12,4,195.084,2.28,16,0.805
3628,60.0,44,1.5021075e-08,103.870964,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
899,33.69,16,0.0002,108.99,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
3607,15.0,6,0.025,87.072,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
3057,10.0,91,0.175,98.046,36,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
3815,21.06,6,0.2,50.569,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
4668,639.0,30,1.763821445214679e-16,93.25843,0,1,5,0,0,38,24,17,20,81.4084,2.545,20,0.88
256,28.41,45,3.555454180043988e-08,112.638435,0,0,5,5,0,45,24,18,21,107.8682,1.93,0,1.086666666666667
717,27.1,46,0.1,14.92,8,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
37,28.41,45,1.422181672017595e-06,11.561461,0,0,5,5,0,45,24,17,20,107.8682,1.93,0,1.086666666666667
518,50.0,32,0.05,66.752,8,0,5,3,1,21,24,16,7,107.8682,1.93,0,1.086666666666667
1326,18.0,0,0.0025,87.092,0,0,5,9,1,3,24,19,5,196.966569,2.54,2,1.07
