Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm),Lifetime (ns),Quantum yield,log(e/mol-1 dm3 cm-1),Molecular weight (g mol-1)
149,O=C1c2cccc3cc4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,432.0,485.0,9.079073928067107,0.83,3.977723605,338.36516
150,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,CCCCCC,497.0,594.0,6.329010614763593,0.04,3.994317153,444.4928
151,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,Cc1ccccc1,517.0,606.0,6.189669372330766,0.08,4.071882007,444.4928
152,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,ClCCl,527.0,611.0,11.313872840450767,0.1,4.158362492,444.4928
153,O=C1c2cccc3c(NCc4ccccn4)c4ccccc4c(c23)C(=O)N1Cc1ccccn1,C1CCOC1,520.0,609.0,3.3499240408629216,0.07,3.959041392,444.4928
154,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,CCCCCC,480.0,555.0,13.567128089879658,0.06,3.970811611,612.81536
155,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,Cc1ccccc1,492.0,573.0,9.285599694301439,0.06,3.925312091,612.81536
156,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,ClCCl,500.0,587.0,5.273604057502424,0.12,3.964730921,612.81536
157,CCCCCCCCCCCCN1C(=O)c2cccc3c(N(Cc4ccccn4)Cc4ccccn4)c4ccccc4c(c23)C1=O,C1CCOC1,497.0,583.0,4.789506912111972,0.07,3.909556029,612.81536
158,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,CCCCCC,432.0,486.0,8.525357387876003,0.59,4.029383778,486.52968
159,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,Cc1ccccc1,437.0,491.0,2.8081710934247854,0.52,4.06069784,486.52968
160,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,ClCCl,439.0,497.0,5.054303284605721,0.48,4.045322979,486.52968
161,CC(=O)N(Cc1ccccn1)c1c2ccccc2c2c3c(cccc13)C(=O)N(Cc1ccccn1)C2=O,C1CCOC1,436.0,497.0,9.739227378721088,0.36,4.075546961,486.52968
162,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,ClC(Cl)(Cl)Cl,445.0,460.0,1.57,0.56,4.76,588.70432
163,O=C(O)CCCc1cc(C#Cc2ccccc2)c2ccc3c(C#Cc4ccccc4)cc(C#Cc4ccccc4)c4ccc1c2c34,CS(C)=O,451.0,461.0,1.89,0.72,4.81,588.70432
164,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClC(Cl)Cl,414.0,517.0,8.862,85.8 %,1.490907030845847,280.32604
165,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClC(Cl)Cl,394.0,504.0,8.649,32.8 %,6.109451162767752,282.29816
166,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,ClCCl,984.6582146696197,478.50506457857296,7.023,59.6 %,5.480327272027037,280.32604
167,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,ClCCl,172.59554946408838,720.7306662698818,8.377,38.2 %,5.463779080372899,282.29816
168,O=C1NC(=O)c2ccc(N3CCCCC3)c3cccc1c23,C1CCOC1,263.4761385053557,445.50828271654717,7.023,41.5 %,1.9994303072591206,280.32604
169,O=C1NC(=O)c2ccc(N3CCOCC3)c3cccc1c23,C1CCOC1,351.0671296397924,334.54196670452967,8.377,53.0 %,2.7186241048363353,282.29816
170,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])c(OCCOc2cc3cc(-c4ncc(C(=O)[O-])o4)oc3cc2N(CC(=O)[O-])CC(=O)[O-])c1,O,362.0,500.0,1.09,45.6 %,1.355473564434501,636.50068
171,Cc1ccc(N(CC(=O)[O-])CC(=O)[O-])cc1OCCOc1cc(-c2cc3ccc(C(=O)[O-])cc3[nH]2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,349.0,482.0,1.4,72.7 %,5.3151240270678315,644.56744
172,CC(=O)OCOC(=O)CN(CC(=O)OCOC(C)=O)c1ccccc1OCCOc1cc(NC(=O)c2ccc3c(c2)C(=O)OC32c3cc(Cl)c(OC(C)=O)cc3Oc3cc(OC(C)=O)c(Cl)cc32)ccc1N(CC(=O)OCOC(C)=O)CC(=O)OCOC(C)=O,O,506.0,534.0,0.92,66.5 %,1.9263748861071222,1290.97082
173,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2nc(COc3cc(C)ccc3N(CC(=O)[O-])CC(=O)[O-])ccc2c1,O,356.0,500.0,1.35,32.0 %,4.571872897853676,537.47962
174,COc1cc(N(CC(=O)[O-])CC(=O)[O-])c2ncccc2c1,O,353.0,487.0,0.84,69.8 %,3.230436120484344,288.25828
175,O=C([O-])COc1cc(NC(=O)c2ccc(-c3c4cc(Cl)c(=O)cc-4oc4cc(O)c(Cl)cc34)c(C(=O)[O-])c2)ccc1N(CC(=O)[O-])CC(=O)[O-],O,506.0,532.0,1.21,51.5 %,6.138432307756095,721.41292
176,COc1cc2cc(-c3ccc(C(=O)OCOC(C)=O)cc3C(=O)OCOC(C)=O)oc2cc1N1CCOCCOCCN(c2cc3oc(-c4ccc(C(=O)OCOC(C)=O)cc4C(=O)OCOC(C)=O)cc3cc2OC)CCOCCOCC1,O,350.0,546.0,0.52,50.5 %,2.961362751958122,1171.12028
177,COc1cc(N2CCOCCOCCN(c3cc(OC)c(NC(=O)c4ccc(-c5c6cc(Cl)c(=O)cc-6oc6cc([O-])c(Cl)cc56)c(C(=O)[O-])c4)cc3OC)CCOCC2)c(OC)cc1NC(=O)c1ccc(-c2c3cc(Cl)c(=O)cc-3oc3cc([O-])c(Cl)cc23)c(C(=O)[O-])c1,O,507.0,532.0,1.13,82.2 %,6.677631189182092,1370.98188
178,CCN1CCCc2cc3c(cc21)Oc1cc2c(cc1=N3)C(CS(=O)(=O)[O-])CC(C)(C)[N+]=2CCCC(=O)[O-],O,655.0,690.0,3.6,34.7 %,5.355821159954096,526.63208
179,CN(C)c1ccc2cc3ccc(N(C)C)cc3nc2c1,O,500.0,530.0,2.0,78.6 %,6.5916138179364,265.35886
180,Nc1ccc2c(-c3ccc(C(=O)CN4C(=O)CCC4=O)cc3C(=O)[O-])c3ccc(=[NH2+])c(S(=O)(=O)[O-])c-3oc2c1S(=O)(=O)[O-],O,494.0,519.0,4.1,63.0 %,2.7573421246227414,627.56198
181,CC1(CCCCC(=O)NCCCCCCO)C(/C=C/C=C/C=C2/N(CCCS(=O)(=O)[O-])c3ccc(S(=O)(=O)[O-])cc3C2(C)C)=[N+](CCCS(=O)(=O)[O-])c2ccc(S(=O)(=O)[O-])cc21,O,651.0,672.0,1.0,18.0 %,5.012238844356787,941.15076
182,CC1=CC(C)=[N+]2C1=Cc1ccc(CCC(=O)ON3C(=O)CCC3=O)n1[B-]2(F)F,CO,502.0,510.0,5.7,84.9 %,4.262664046847705,389.16492
183,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,CCO,460.0,505.0,2.5,99.6 %,3.441892667138537,350.44092
184,CC1(C)C2=C3C=C4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCO)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C,O,558.0,572.0,2.8,60.0 %,5.371240855465893,659.8453
185,CN1/C(=C/C=C/C2=[N+](CCCCCC(=O)O)c3ccc(S(=O)(=O)[O-])cc3C2(C)C)C(C)(C)c2cc(S(=O)(=O)[O-])ccc21,O,548.0,562.0,0.3,0.04,5.231353531780136,615.7459
186,O=C([O-])c1cc(N2C(=O)C=CC2=O)ccc1-c1c2cc(F)c(=O)cc-2oc2cc([O-])c(F)cc12,O,493.0,520.0,4.1,20.7 %,2.3691805849598526,461.33146
187,CC1(C)C(/C=C/C=C/C=C/C=C2\N(CCCCS(=O)(=O)[O-])c3ccc4ccccc4c3C2(C)C)=[N+](CCCCS(=O)(=O)[O-])c2ccc3ccccc3c21,O,780.0,820.0,0.52,38.2 %,3.061262362023637,751.98618
188,NC(=O)C1=CN([C@H]2C[C@H](O)[C@@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)C[C@@H]3O)O2)C=CC1,O,350.0,450.0,0.4,23.9 %,3.4114393111964723,631.43038
189,CCOC(=O)c1c(CSc2ccccc2)n(C)c2cc(Br)c(O)c(CN(C)C)c12,O,275.0,350.0,3.0,17.9 %,4.05334515920385,477.4215
190,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CCO,280.0,375.0,1.05,73.7 %,2.1258606162846685,230.30916
191,c1ccc2[nH]ccc2c1,O,290.0,360.0,4.49,38.2 %,4.554809438516581,117.15058
192,Nc1ncc2nc[nH]c2n1,O,290.0,380.0,11.34,72.0 %,1.439274946849514,135.1297
193,N[C@@H](Cc1ccc(O)cc1)C(=O)O,O,285.0,300.0,3.27,32.5 %,1.8312817102506305,181.19034
194,Nc1ccccc1C(=O)O,O,290.0,400.0,8.6,15.8 %,4.681363271653435,137.13758
195,c1ccc2cc3ccccc3cc2c1,CO,355.0,400.0,5.1,33.6 %,2.8917683343059757,178.2334
196,c1ccc2cc3ccccc3cc2c1,C1CCCCC1,355.0,400.0,5.3,57.3 %,4.138844202192093,178.2334
197,N#Cc1c2ccccc2cc2ccccc12,CO,816.9067527712459,868.3568901985972,16.0,51.9 %,5.819578546308628,203.24346
198,N#Cc1c2ccccc2cc2ccccc12,C1CCCCC1,803.4214230449244,301.29993129773135,12.7,57.4 %,4.43514370209631,203.24346
199,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,CO,932.2427665260911,594.7885617056909,8.7,31.2 %,1.953729095483135,330.42892
200,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3ccccc23)cc1,C1CCCCC1,208.9914180498094,796.8965418269568,7.5,0.97,4.4999407313727255,330.42892
201,Cn1c2ccccc2c2ccccc21,C1CCCCC1,380.16840508222936,652.4308422169054,14.1,20.4 %,5.302761609609317,181.23734
202,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,O,1053.0991281387057,662.539571515973,0.089,64.9 %,5.212298774928798,835.87852
203,O=C1OC2(c3ccccc31)c1cc(I)c(O)c(I)c1Oc1c2cc(I)c(O)c1I,CO,962.7402548179009,319.1899352229496,0.47,64.2 %,5.074858566390347,835.87852
204,c1ccc(-c2c3ccccc3c(-c3ccccc3)c3c(-c4ccccc4)c4ccccc4c(-c4ccccc4)c23)cc1,CO,850.4490186512367,263.4596726804888,9.9,59.9 %,3.6521412810757243,532.68432
205,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,CO,933.867117533906,905.99651739174,1.17,87.9 %,4.08186577696271,230.30916
206,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,C1CCCCC1,762.120458344772,639.7531855054078,0.98,62.8 %,2.301113485648378,230.30916
207,O=S(=O)([O-])CCC[n+]1c2ccccc2cc2ccccc21,O,441.23629659116074,721.3961330379113,31.2,93.0 %,1.3966281904480125,301.3651
208,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,O,914.1133115197518,717.7471043083535,1.74,0.31,6.136327594933326,442.5572
209,CCN(CC)c1ccc2c(-c3ccccc3C(=O)[O-])c3ccc(=[N+](CC)CC)cc-3oc2c1,CO,511.05019544302155,407.9677568182756,2.5,0.7,3.0443047050788423,442.5572
210,O=S(=O)([O-])c1cc(O)c2ccc3c(S(=O)(=O)[O-])cc(S(=O)(=O)[O-])c4ccc1c2c34,O,454.0,511.0,5.4,57.3 %,6.151353088815952,455.41958
211,NNC(=O)N1C(=O)c2cc(S(=O)(=O)[O-])cc3c(N)c(S(=O)(=O)[O-])cc(c23)C1=O,O,458.0,535.0,5.7,95.1 %,5.826021680329629,428.35752
212,O=S(=O)([O-])c1cc(S(=O)(=O)Cl)ccc1C1=c2cc3c4c(c2Oc2c1cc1c5c2CCCN5CCC1)CCC[N+]=4CCC3,O,589.0,615.0,4.2,64.1 %,1.137309421897493,625.16426
213,c1ccc2[nH]ccc2c1,O,270.0,345.0,4.360916945315903,98.6 %,3.77815125,117.15058
214,N#Cc1cc2ccccc2[nH]1,O,542.9769790108872,350.0,3.6067532911714215,41.4 %,1.7834637084873333,142.16064
215,N#Cc1c[nH]c2ccccc12,O,661.1024229151471,320.0,11.525191644501547,47.2 %,5.199996535727088,142.16064
216,N#Cc1cccc2[nH]ccc12,O,305.0,405.0,9.1,41.0 %,3.903089987,142.16064
217,N#Cc1ccc2[nH]ccc2c1,O,275.0,390.0,0.3,26.8 %,3.740362689,142.16064
218,N#Cc1ccc2cc[nH]c2c1,O,285.0,375.0,0.6,92.9 %,4.017033339,142.16064
219,N#Cc1cccc2cc[nH]c12,O,308.0,400.0,2.0,74.4 %,3.903089987,142.16064
220,N#Cc1cc2ccccc2[nH]1,C1CCOC1,827.1921523795237,328.0,2.9,88.5 %,5.655968023251996,142.16064
221,N#Cc1c[nH]c2ccccc12,C1CCOC1,960.6049767588918,314.0,3.1,72.0 %,1.4836875861895011,142.16064
222,N#Cc1cccc2[nH]ccc12,C1CCOC1,674.1664437824728,371.0,5.3,21.1 %,4.759965868837856,142.16064
223,N#Cc1ccc2[nH]ccc2c1,C1CCOC1,644.2968287759753,349.0,4.4,78.0 %,3.2537808113454574,142.16064
224,N#Cc1ccc2cc[nH]c2c1,C1CCOC1,702.5374316799863,345.0,3.7,34.5 %,2.255664165764429,142.16064
225,N#Cc1cccc2cc[nH]c12,C1CCOC1,850.3829350631494,368.0,6.9,0.2 %,5.131681127557517,142.16064
226,N#Cc1cc2ccccc2[nH]1,C1COCCO1,281.595092,329.0,2.9,13.7 %,4.482860169,142.16064
227,N#Cc1c[nH]c2ccccc12,C1COCCO1,277.3006135,305.0,3.0,32.5 %,4.118778428,142.16064
228,N#Cc1cccc2[nH]ccc12,C1COCCO1,304.2944785,369.0,5.3,23.9 %,3.998979331,142.16064
229,N#Cc1ccc2[nH]ccc2c1,C1COCCO1,274.8466258,348.0,4.2,94.1 %,3.967187497,142.16064
230,N#Cc1ccc2cc[nH]c2c1,C1COCCO1,284.3558282,342.0,3.9,2.7 %,4.009079658,142.16064
231,N#Cc1cccc2cc[nH]c12,C1COCCO1,307.3619632,367.0,7.5,72.7 %,4.155920236,142.16064
232,N#Cc1cc2ccccc2[nH]1,CC#N,279.6875,330.0,0.9,71.7 %,4.431288241,142.16064
233,N#Cc1c[nH]c2ccccc12,CC#N,276.25,313.0,1.8,22.8 %,4.038043354,142.16064
234,N#Cc1cccc2[nH]ccc12,CC#N,302.8125,380.0,5.4,85.3 %,4.090749704,142.16064
235,N#Cc1ccc2[nH]ccc2c1,CC#N,275.0,362.0,4.4,73.3 %,3.750801643,142.16064
236,N#Cc1ccc2cc[nH]c2c1,CC#N,285.0,354.0,3.8,10.8 %,4.190134336,142.16064
237,N#Cc1cccc2cc[nH]c12,CC#N,309.6875,378.0,8.0,84.1 %,4.069560405,142.16064
238,N#Cc1cc2ccccc2[nH]1,CC(C)O,594.5468711732456,332.0,11.533870326095682,36.1 %,3.3018109881167987,142.16064
239,N#Cc1c[nH]c2ccccc12,CC(C)O,761.7938028718992,315.0,6.558500060403945,73.1 %,1.360658838510792,142.16064
240,N#Cc1cccc2[nH]ccc12,CC(C)O,944.8963597739569,385.0,5.7,62.7 %,6.438438797184002,142.16064
241,N#Cc1ccc2[nH]ccc2c1,CC(C)O,339.8357880069234,362.0,4.6,98.0 %,5.594816545339363,142.16064
242,N#Cc1ccc2cc[nH]c2c1,CC(C)O,1019.1788942435857,356.0,3.7,91.5 %,4.2155872777859695,142.16064
243,N#Cc1cccc2cc[nH]c12,CC(C)O,989.4635015536717,380.0,9.0,40.6 %,4.2564828321573565,142.16064
244,N#Cc1cc2ccccc2[nH]1,CCO,671.6346613606268,334.0,2.4659787321245767,80.4 %,4.724593239327453,142.16064
245,N#Cc1c[nH]c2ccccc12,CCO,257.0203269393702,314.0,10.24336137306987,50.2 %,3.9739708596219825,142.16064
246,N#Cc1cccc2[nH]ccc12,CCO,481.5607079964963,387.0,5.7,86.3 %,6.495991497678565,142.16064
247,N#Cc1ccc2[nH]ccc2c1,CCO,411.4254012586389,364.0,4.3,14.3 %,6.753052493529998,142.16064
248,N#Cc1ccc2cc[nH]c2c1,CCO,820.7344537686993,358.0,3.7,15.4 %,6.652006258280698,142.16064
249,N#Cc1cccc2cc[nH]c12,CCO,467.586623095303,382.0,8.7,16.6 %,1.2644077386380406,142.16064
250,N#Cc1cc2ccccc2[nH]1,CO,222.56930101978907,335.0,12.385030111110645,24.4 %,4.186990454305931,142.16064
251,N#Cc1c[nH]c2ccccc12,CO,277.06471683590405,314.0,11.753165179531862,73.8 %,5.516988379284549,142.16064
252,N#Cc1cccc2[nH]ccc12,CO,966.3525759314682,390.0,5.8,5.8 %,3.7648575360065366,142.16064
253,N#Cc1ccc2[nH]ccc2c1,CO,880.6807684339285,367.0,2.9,90.4 %,2.61127674101276,142.16064
254,N#Cc1ccc2cc[nH]c2c1,CO,825.5404164664535,367.0,3.5,21.2 %,1.9331120863006306,142.16064
255,N#Cc1cccc2cc[nH]c12,CO,1047.511601623827,387.0,8.2,25.2 %,1.2449153487402431,142.16064
256,N#Cc1cccc2[nH]ccc12,NC=O,317.8244086606559,341.2345601621169,7.8,96.2 %,6.434939275204124,142.16064
257,N#Cc1ccc2[nH]ccc2c1,NC=O,937.2863851295376,996.8302462754023,5.4,89.1 %,5.826994508495532,142.16064
258,N#Cc1ccc2cc[nH]c2c1,NC=O,914.1107115256589,947.2190742884399,4.2,14.4 %,5.660581421793625,142.16064
259,N#Cc1cccc2cc[nH]c12,NC=O,367.72892278955106,481.8264321368141,15.7,71.8 %,4.808482363859882,142.16064
260,N#Cc1cc2ccccc2[nH]1,OCC(F)(F)F,394.8214195579123,339.0,2.390143267675489,56.6 %,2.0863413720158723,142.16064
261,N#Cc1c[nH]c2ccccc12,OCC(F)(F)F,262.0577467856594,314.0,5.123567118061653,45.0 %,2.3880365073380574,142.16064
262,N#Cc1cccc2[nH]ccc12,OCC(F)(F)F,194.4413185203827,394.0,6.3,62.3 %,5.510591280994389,142.16064
263,N#Cc1ccc2[nH]ccc2c1,OCC(F)(F)F,936.9828360806287,374.0,0.1,85.5 %,2.0061635724886537,142.16064
264,N#Cc1ccc2cc[nH]c2c1,OCC(F)(F)F,658.7093549419321,364.0,0.8,91.2 %,2.874761949118807,142.16064
265,N#Cc1cccc2cc[nH]c12,OCC(F)(F)F,427.7223292233507,391.0,1.2,46.8 %,4.992905863597748,142.16064
266,N#Cc1ccc2cc[nH]c2c1,[2H]OC([2H])([2H])C(F)(F)F,953.5405890786234,707.5295001513148,1.1,68.6 %,2.3427982845508097,142.16064
267,N#Cc1cc2ccccc2[nH]1,CS(C)=O,258.2181167945588,335.0,0.4,21.8 %,4.9905916784165445,142.16064
268,N#Cc1c[nH]c2ccccc12,CS(C)=O,377.05419435087003,316.0,0.2,85.4 %,1.5197152198634705,142.16064
269,N#Cc1cccc2[nH]ccc12,CS(C)=O,833.6700905995261,392.0,7.4,35.2 %,5.660503414056875,142.16064
270,N#Cc1ccc2[nH]ccc2c1,CS(C)=O,925.0432242570494,371.0,7.1,62.1 %,1.955220419990183,142.16064
271,N#Cc1ccc2cc[nH]c2c1,CS(C)=O,614.8557580933086,363.0,4.3,33.0 %,6.356382449455968,142.16064
272,N#Cc1cccc2cc[nH]c12,CS(C)=O,349.55728124501115,391.0,14.5,43.5 %,2.910227565552983,142.16064
273,N#Cc1cccc2[nH]ccc12,[2H]O[2H],519.1506990830791,624.5732888667513,9.3,91.3 %,5.776221900887874,142.16064
274,N#Cc1ccc2[nH]ccc2c1,[2H]O[2H],570.4960477979669,373.8131169269169,0.4,21.2 %,5.277095942603077,142.16064
275,N#Cc1ccc2cc[nH]c2c1,[2H]O[2H],781.6645302767815,272.75496014842815,0.8,46.8 %,3.7139695072755416,142.16064
276,N#Cc1cccc2cc[nH]c12,[2H]O[2H],475.8478142155546,639.8790489968997,2.3,76.1 %,3.987816202664739,142.16064
277,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,C1CCCCC1,224.96032345853624,529.8743977319793,2.76,0.49,3.8583492464865854,318.37492
278,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,ClC(Cl)(Cl)Cl,410.19983878149577,950.2396986075958,4.1,0.71,2.7931565893605828,318.37492
279,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCOCCCC,1051.6683479066521,880.3195677443163,4.15,0.72,6.591658429407424,318.37492
280,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCOCC,355.3255937282618,745.8631084893734,4.45,0.73,1.3957576642325105,318.37492
281,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCC#N,227.91319334352562,389.31003405159464,4.54,0.77,1.8320670410072228,318.37492
282,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CN(C)C=O,634.9380075671243,903.2862724703946,4.35,0.73,4.782074692958195,318.37492
283,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC1COC(=O)O1,650.4718114612506,467.12279504522496,4.4,0.72,2.788871510860421,318.37492
284,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCCCCCCO,198.86600553351855,882.4385462615634,4.19,0.64,4.911723497679352,318.37492
285,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CC(C)O,232.93758553691845,902.6668286064847,4.1,0.61,6.525481373580048,318.37492
286,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCCO,376.2047351087925,486.9187768350125,3.95,0.6,6.567769974743455,318.37492
287,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCCO,383.0154186845165,793.6637441931382,3.91,0.59,1.9681411122797359,318.37492
288,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,CCCO,790.8676253538856,591.36938430288,3.8,0.58,1.1680497457209915,318.37492
289,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCCO,489.0947023791594,851.4399004358263,2.5,0.39,5.1784675525098605,318.37492
290,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(O)CO,729.9305466718538,748.7362146429464,1.95,0.34,4.605104092886887,318.37492
291,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OCC(F)(F)F,995.821290976261,944.5735060480257,1.76,0.24,6.367089044462273,318.37492
292,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,OC(C(F)(F)F)C(F)(F)F,731.3614705153766,778.38235274969,0.94,0.09,3.844603207767502,318.37492
293,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OC,1047.0795519660755,454.9569562251472,4.2,26.9 %,5.673644341000224,318.37492
294,CCN(CC)c1ccc2nc3c4ccccc4c(=O)cc-3oc2c1,[2H]OCC,842.4376558950885,928.0896826610259,4.5625,56.8 %,2.198691583427836,318.37492
295,O=c1c2ccccc2sc2ccccc12,CCCCOC(C)=O,1016.202391041596,326.8529346604183,0.16,0.0078,3.825501856273065,212.27152
296,O=c1c2ccccc2sc2ccccc12,c1ccccc1,380.0,600.8929729509358,0.26,0.012,3.819543936,212.27152
297,O=c1c2ccccc2sc2ccccc12,C1COCCO1,636.5398562821067,910.9031785112384,0.3,0.015,1.1896592018256344,212.27152
298,O=c1c2ccccc2sc2ccccc12,C1CCOC1,604.5350048628874,829.7840460521463,0.19,0.012,3.385975756237899,212.27152
299,O=c1c2ccccc2sc2ccccc12,CC(C)=O,431.2666078754206,795.2391155036657,0.5,0.024,4.071345666518973,212.27152
300,O=c1c2ccccc2sc2ccccc12,CC#N,965.8240591665395,820.4034976390396,1.5,0.066,5.074115057781323,212.27152
301,O=c1c2ccccc2sc2ccccc12,CC(C)O,377.0,504.95103578742084,3.1,0.14,3.72427587,212.27152
302,O=c1c2ccccc2sc2ccccc12,CO,378.0,384.1964076670962,4.8,0.25,3.763427994,212.27152
303,O=c1c2ccccc2sc2ccccc12,OCCO,382.0,781.1667996789099,8.0,0.41,3.73239376,212.27152
304,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC#N,401.0,527.8855955155302,0.07,0.0041,3.733197265,298.36116
305,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CC(C)O,701.1511817437296,487.9445216965877,1.3,0.054,5.991328909351078,298.36116
306,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CCO,614.1432510818245,266.4330794227626,1.7,0.082,6.271973260743187,298.36116
307,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,CO,402.0,775.0372298669283,2.55,0.12,3.758154622,298.36116
308,Cc1ccc2sc3cc(CCC(=O)O)ccc3c(=O)c2c1,OCCO,605.5421700071175,741.3393582443434,4.6,0.23,5.535230615148796,298.36116
309,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,C1CCCCC1,408.0,446.0,0.064,0.014,1.1113001273830279,368.3838
310,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,c1ccccc1,418.0,464.0,0.201,0.052,6.526340583140673,368.3838
311,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CC#N,418.0,538.0,0.376,0.075,6.120073395610822,368.3838
312,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CO,420.0,560.0,0.148,0.017,5.934048039434348,368.3838
313,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CN(C)C=O,430.0,542.0,0.194,0.022,3.54833781386538,368.3838
314,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(O)c(OC)c2)ccc1O,CS(C)=O,429.0,549.0,0.196,0.024,3.083000972519342,368.3838
315,Nc1ccccn1,C1CCCCC1,592.1033949346223,328.130156782961,24.2,0.04,1.534471817124925,94.11664
316,Nc1ccccn1,CCOCC,578.8548906730465,556.7078300521682,10.8,0.1,3.636776547486748,94.11664
317,Nc1ccccn1,CCO,302.0583402158708,313.69920064100137,5.1,0.18,2.8255726828801815,94.11664
318,Nc1ccccn1,CC#N,246.21683442974535,850.6475298300816,5.0,0.25,5.66081814030857,94.11664
319,Nc1cccnc1,C1CCCCC1,632.14944680891,889.2262161100724,26.5,0.02,5.820964755033563,94.11664
320,Nc1cccnc1,CCOCC,143.3640477648414,808.924152286834,7.7,0.03,2.6277922006793206,94.11664
321,Nc1cccnc1,CCO,228.05462883974536,912.7475076691816,6.5,0.14,1.8046290211893412,94.11664
322,Nc1cccnc1,CC#N,522.8482445445037,875.128125421074,4.6,0.05,4.501383857371284,94.11664
