,Diameter (nm),Cell_type,Concentration (g/L),toxicity,Coat,Line_Primary_Cell,Animal,Cell_morphology,Cell_age,Cell_organ,Time (h),Test,Test_indicator,Molecular weight (g/mol),Electronegativity,Elements,Ionic radius
999,50.0,32,0.1,32.648,11,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
1000,199.89,76,0.01,42.177,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
1001,100.33,76,0.2,30.244,0,0,9,3,3,11,24,17,7,60.0843,2.926666666666666,18,0.54
1002,29.57,46,0.8,21.505,0,0,5,5,1,21,48,19,5,107.8682,1.93,0,1.086666666666667
1003,18.4,94,0.001,89.723,27,0,5,2,1,18,24,17,7,231.5326,2.75,11,0.8525
1004,386.9,83,9.684214061846834e-12,108.26087,6,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1005,29.5,22,5.32173837449352e-08,103.35135,0,0,5,2,0,35,4,22,16,60.0843,2.926666666666666,18,0.54
1006,42.5,30,1e-06,95.738,0,1,5,2,1,14,24,17,7,231.5326,2.75,11,0.8525
1007,12.5,50,0.025,45.215,18,0,5,3,1,17,72,12,4,195.084,2.28,16,0.805
1008,159.0,6,1.605764666159279e-06,94.31193,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
1009,3.0,18,0.407042,29.932598,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1010,22.83,48,0.002,81.395,0,0,5,2,1,16,24,19,5,79.5454,2.67,10,0.82
1011,361.4,90,3.710883029594856e-11,13.559322,28,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
1012,29.57,46,0.6,4.8276,0,0,5,5,1,21,48,5,0,107.8682,1.93,0,1.086666666666667
1013,386.9,83,1.241565905364978e-09,63.85965,6,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1014,30.0,75,0.001,96.701,0,0,5,3,1,21,48,17,7,196.966569,2.54,2,1.07
1015,40.0,61,2.550192795845227e-09,104.258064,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
1016,28.18,74,0.0196966569,99.95546,9,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1017,10.0,91,0.05,105.53,36,0,5,2,1,4,24,19,5,231.5326,2.75,11,0.8525
1018,56.0,40,3.409629838544904e-08,119.88732,46,0,5,0,2,45,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1019,390.0,24,2.751434429678426e-12,82.85851,0,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1020,21.0,21,3.840352009390952e-07,91.28205,40,0,5,2,0,42,60,18,21,196.966569,2.54,2,1.07
1021,13.5,65,5.861569102067081e-07,89.7869,33,0,5,2,0,33,72,10,16,195.084,2.28,16,0.805
1022,35.0,6,3.016421941921622e-11,92.63158,39,0,5,2,0,41,48,6,14,196.966569,2.54,2,1.07
1023,12.5,50,0.1,39.234,18,0,5,3,1,17,48,12,4,195.084,2.28,16,0.805
1024,265.0,6,7.630593693588893e-07,49.541283,0,0,5,2,0,41,4,17,20,1526.45392,2.564830917874396,4,0.3
1025,8.0,35,0.0005,98.9,7,0,5,2,3,15,24,17,7,159.6882,2.796,11,0.8525
1026,100.0,47,8.805064523315808e-08,0.0,0,0,5,2,0,34,24,1,16,107.8682,1.93,0,1.086666666666667
1027,145.8,90,1.130314069807151e-09,26.200872,32,0,5,2,0,31,72,10,16,231.5326,2.75,11,0.8525
1028,81.8,22,0.03,46.833,0,0,5,2,1,8,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1029,61.46,16,0.02,72.494,0,0,5,3,4,21,24,16,7,196.966569,2.54,2,1.07
1030,361.4,87,9.277207573987139e-12,93.75041,28,0,9,11,0,29,72,16,20,231.5326,2.75,11,0.8525
1031,20.0,48,0.005,106.49,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
1032,10.0,88,1.0,44.265,0,0,9,11,1,1,24,15,1,60.0843,2.926666666666666,18,0.54
1033,20.0,22,0.05,0.26316,4,0,5,2,1,8,30,11,0,107.8682,1.93,0,1.086666666666667
1034,10.9,91,0.1,100.38,26,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1035,24.0,6,1.664537072901585e-06,11.976517,0,0,5,2,0,41,48,23,20,81.4084,2.545,20,0.88
1036,55.8,46,0.01,79.9,0,0,5,5,1,21,48,17,7,79.5454,2.67,10,0.82
1037,40.0,6,0.025,94.702,0,0,5,2,1,17,24,16,7,79.5454,2.67,10,0.82
1038,30.0,73,5.190006869905383e-08,90.20134,16,1,5,10,0,29,72,17,20,231.5326,2.75,11,0.8525
1039,12.5,43,0.4,79.365,0,0,5,2,1,8,24,17,7,172.1148,2.666666666666667,7,1.08
1040,361.4,90,9.277207573987139e-12,97.551163,28,0,5,2,0,31,24,14,15,231.5326,2.75,11,0.8525
1041,78.3,49,0.05,114.1,0,1,2,2,1,16,48,17,7,240.797185,2.771428571428571,8,0.7683333333333334
1042,167.8,47,0.1,96.887,0,0,5,2,1,7,48,17,7,60.0843,2.926666666666666,18,0.54
1043,8.0,47,0.0005,93.499,7,0,5,2,1,7,24,17,7,231.5326,2.75,11,0.8525
1044,375.4,83,1.698999203365478e-10,93.91304,34,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1045,361.4,90,7.421766059189711e-11,404.8117,28,0,5,2,0,31,72,9,9,231.5326,2.75,11,0.8525
1046,145.8,87,2.825785174517878e-10,77.225845,32,0,9,11,0,29,120,15,22,231.5326,2.75,11,0.8525
1047,21.0,37,1.5,34.264,0,0,5,3,4,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1048,145.8,87,5.651570349035755e-10,46.02516,32,0,9,11,0,29,168,15,22,231.5326,2.75,11,0.8525
1049,20.0,70,1.044902e-05,93.75,0,0,5,3,0,30,12,17,20,208.9804,2.02,3,1.035
1050,60.0,44,1.5021075e-09,108.17814,0,1,5,0,2,48,96,4,9,60.0843,2.926666666666666,18,0.54
1051,8.5,83,0.03472989,69.0,48,0,12,4,0,25,48,15,12,231.5326,2.75,11,0.8525
1052,50.0,44,0.05,57.649,0,1,5,0,3,24,24,7,7,60.0843,2.926666666666666,18,0.54
1053,239.0,30,2.92848391602728e-14,41.47016,0,1,5,0,0,38,24,14,15,79.5454,2.67,10,0.82
1054,239.0,30,2.928483916027279e-13,95.505615,0,1,5,0,0,38,24,17,20,79.5454,2.67,10,0.82
1055,5.0,48,0.00625,106.09,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
1056,35.0,6,7.541054854804052e-11,81.57895,8,0,5,2,0,41,48,6,14,196.966569,2.54,2,1.07
1057,8.0,47,0.002,80.31,7,0,5,2,1,7,72,17,7,231.5326,2.75,11,0.8525
1058,10.0,31,0.1,58.52,0,0,5,2,1,8,24,15,8,123.2228,2.736666666666667,21,0.86
1059,13.5,65,2.344627640826832e-06,66.752686,33,0,5,2,0,33,72,10,16,195.084,2.28,16,0.805
1060,49.2,33,0.02,101.14,8,0,5,2,1,17,48,5,0,196.966569,2.54,2,1.07
1061,93.13,6,1.960765855273393e-05,4.538321,0,0,5,2,0,41,24,14,15,632.5663,2.586144578313253,4,0.3
1062,18.0,102,0.2,105.08,16,0,7,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1063,160.5,7,1.158607114001462e-09,107.2,0,0,5,2,0,46,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1064,6.3,0,0.0006,89.578,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
1065,59.72,6,0.5,15.718,0,0,5,2,1,17,72,17,7,60.0843,2.926666666666666,18,0.54
1066,29.57,47,0.15,26.389,0,0,5,2,1,7,48,19,5,107.8682,1.93,0,1.086666666666667
1067,28.2,6,0.04,7.1739,0,0,5,2,1,17,48,11,0,79.5454,2.67,10,0.82
1068,13.5,65,5.861569102067081e-07,91.18671,33,0,5,2,0,33,24,10,16,195.084,2.28,16,0.805
1069,17.0,44,4.2743890725559e-08,70.588234,0,1,5,0,2,48,24,10,16,58.933195,1.88,8,0.7683333333333334
1070,12.0,98,4.054692867113581e-05,100.5866,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
1071,1.5,99,0.05,80.027,0,0,5,10,1,2,24,7,7,195.084,2.28,16,0.805
1072,25.0,7,0.06,117.14,0,0,5,2,1,22,3,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1073,27.7,46,0.01,101.25,27,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
1074,4.0,50,0.05,95.61,33,0,5,3,1,17,48,12,4,195.084,2.28,16,0.805
1075,639.0,30,8.819107226073392e-12,35.955055,0,1,5,0,0,38,12,17,20,81.4084,2.545,20,0.88
1076,124.9,5,2.458521360223581e-13,97.14286,0,0,5,2,0,45,48,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1077,274.1,94,6.804631170809616e-10,83.83839,49,0,5,2,0,42,24,17,20,231.5326,2.75,11,0.8525
1078,22.0,36,0.005,79.262,0,0,5,2,1,7,24,17,7,74.69279999999999,2.675,15,0.74
1079,274.1,94,3.402315585404808e-11,88.383835,49,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1080,7.5,73,0.02,221.01,16,1,5,10,1,2,48,7,7,231.5326,2.75,11,0.8525
1081,141.0,92,0.001,93.57,0,0,11,3,1,10,24,17,7,81.4084,2.545,20,0.88
1082,33.69,89,0.4,70.94,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
1083,15.0,46,0.01,85.192,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
1084,50.0,32,0.1,28.278,10,0,5,3,1,21,72,16,7,107.8682,1.93,0,1.086666666666667
1085,3.6,83,2.612319e-07,54.281517,41,0,12,4,0,25,7,6,14,261.2319,2.597272727272728,4,0.3
1086,34.64,110,0.01,80.028,0,1,9,3,1,21,24,17,7,720.642,2.55,4,0.3
1087,5.2,33,0.02,98.169,8,0,5,2,1,17,48,5,0,196.966569,2.54,2,1.07
1088,15.0,87,1.081489114096893e-08,27.093307,0,0,9,11,0,29,24,14,15,81.4084,2.545,20,0.88
1089,122.0,6,8.71100500291006e-06,50.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
1090,17.0,29,4.2743890725559e-08,78.73303,0,1,5,0,0,26,24,6,14,58.933195,1.88,8,0.7683333333333334
1091,52.51,6,0.025,66.0,0,0,5,2,1,17,24,17,7,79.5454,2.67,10,0.82
1092,13.5,47,5.861569102067081e-07,88.28829,33,0,5,2,0,34,72,10,16,195.084,2.28,16,0.805
1093,30.0,87,9.786087107460696e-23,80.81841,0,0,9,11,0,29,96,15,12,58.933195,1.88,8,0.7683333333333334
1094,145.8,90,1.412892587258939e-10,67.31019,32,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
1095,14.3,99,0.005,22.691,0,0,5,10,1,2,48,5,0,107.8682,1.93,0,1.086666666666667
1096,20.0,70,1.044902e-05,95.97108,27,0,5,3,0,30,12,17,20,208.9804,2.02,3,1.035
1097,20.0,59,0.005,89.519,0,0,9,3,1,9,48,7,7,107.8682,1.93,0,1.086666666666667
1098,30.29,15,0.005,97.922,16,0,12,3,1,5,24,15,1,720.642,2.55,4,0.3
1099,88.5,85,3.573014885845138e-10,104.55026,0,0,5,7,0,29,3,17,20,143.0914,2.413333333333334,10,0.82
1100,639.0,30,1.763821445214678e-12,47.029846,0,1,5,0,0,38,12,14,15,81.4084,2.545,20,0.88
1101,21.0,21,3.840352009390952e-07,85.811966,8,0,5,2,0,42,72,18,21,196.966569,2.54,2,1.07
1102,145.8,90,7.053159795596625e-11,38.93333,32,0,5,2,0,31,168,15,22,231.5326,2.75,11,0.8525
1103,88.5,85,1.053735928037839e-10,84.2328,0,0,5,7,0,29,5,18,21,143.0914,2.413333333333334,10,0.82
1104,386.9,83,4.842107030923417e-12,97.17391,6,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1105,20.0,70,1.044902e-05,82.024796,25,0,5,3,0,30,24,17,20,208.9804,2.02,3,1.035
1106,390.0,24,5.502868859356852e-11,51.912704,0,0,5,2,0,49,24,23,20,107.8682,1.93,0,1.086666666666667
1107,165.0,5,2.048968850670141e-10,7.2289157,0,0,5,2,0,45,24,17,20,81.4084,2.545,20,0.88
1108,13.5,50,2.93078455103354e-07,92.64051,33,0,5,3,0,41,72,10,16,195.084,2.28,16,0.805
1109,20.0,22,1.438160030986969e-07,33.85015,51,0,5,2,0,35,24,9,9,81.4084,2.545,20,0.88
1110,50.0,32,0.05,70.324,11,0,5,3,1,21,48,16,7,107.8682,1.93,0,1.086666666666667
1111,145.8,87,1.412892587258939e-10,95.042735,32,0,9,11,0,29,1,14,15,231.5326,2.75,11,0.8525
1112,12.5,43,0.8,77.601,0,0,5,2,1,8,24,17,7,172.1148,2.666666666666667,7,1.08
1113,98.4,6,1.827421144459484e-06,83.60656,0,0,5,2,0,41,24,18,21,632.5663,2.586144578313253,4,0.3
1114,35.0,6,7.541054854804054e-12,94.210526,39,0,5,2,0,41,48,6,14,196.966569,2.54,2,1.07
1115,420.7,7,3.216723777475922e-11,120.09925,0,0,5,2,0,46,3,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1116,30.0,47,1.044902e-05,82.33531,52,0,5,2,0,34,24,15,12,208.9804,2.02,3,1.035
1117,33.69,16,0.002,88.406,0,0,5,3,4,21,96,16,7,196.966569,2.54,2,1.07
1118,78.3,48,0.1,12.063,0,0,5,2,1,16,48,17,7,240.797185,2.771428571428571,8,0.7683333333333334
1119,47.83,60,1.306512447327671e-09,100.0,0,0,10,2,0,39,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1120,50.0,6,0.1,44.757,10,0,5,2,1,17,24,16,7,107.8682,1.93,0,1.086666666666667
1121,437.0,83,2.688290827285549e-11,89.82456,25,0,12,4,0,25,24,17,20,60.0843,2.926666666666666,18,0.54
1122,22.0,36,0.005,69.576,0,0,5,2,1,7,24,19,5,74.69279999999999,2.675,15,0.74
1123,24.6,35,0.02,90.0,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
1124,145.8,90,2.825785174517878e-10,56.04981,32,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
1125,160.5,7,1.158607114001462e-09,118.4,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1126,20.0,47,1.157663e-05,88.039215,5,0,5,2,0,34,24,15,12,231.5326,2.75,11,0.8525
1127,30.09,106,0.00562,10.405,0,1,5,14,1,4,48,19,5,79.5454,2.67,10,0.82
1128,25.0,6,0.05,82.34,0,0,5,2,1,17,48,17,7,79.8658,2.806666666666667,19,0.8516666666666667
1129,12.5,64,0.025,78.385,18,0,5,2,1,6,24,12,4,195.084,2.28,16,0.805
1130,120.0,6,0.05,91.667,0,0,5,2,1,17,96,17,7,60.0843,2.926666666666666,18,0.54
1131,50.0,41,7.965148857670548e-07,49.36709,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1132,21.2,6,0.0098483284499999,100.8,33,0,5,2,0,41,72,17,20,196.966569,2.54,2,1.07
1133,30.0,75,0.01,77.919,0,0,5,3,1,21,24,17,7,196.966569,2.54,2,1.07
1134,12.5,35,0.1,78.082,8,0,5,2,3,15,24,17,7,196.966569,2.54,2,1.07
1135,170.0,87,1.462533410281054e-09,147.12544,0,0,9,11,0,29,24,23,20,79.8658,2.806666666666667,19,0.8516666666666667
1136,28.41,47,2.84436334403519e-07,12.610169,0,0,5,2,0,34,24,17,20,107.8682,1.93,0,1.086666666666667
1137,145.8,90,5.651570349035755e-10,42.64823,32,0,5,2,0,31,24,15,22,231.5326,2.75,11,0.8525
1138,14.3,99,0.0025,77.045,0,0,5,10,1,2,48,5,0,107.8682,1.93,0,1.086666666666667
1139,100.33,48,0.1,65.207,0,0,5,2,1,16,24,17,7,60.0843,2.926666666666666,18,0.54
1140,240.0,52,3.501876360407153e-07,41.411938,0,0,9,7,0,29,24,17,20,1526.45392,2.564830917874396,4,0.3
1141,25.0,42,0.2,111.06,0,0,5,2,1,9,24,19,5,172.1148,2.666666666666667,7,1.08
1142,60.0,25,2.508132983877922e-10,83.904724,0,1,5,3,0,45,4,16,20,81.4084,2.545,20,0.88
1143,20.3,59,1.705884010238828e-06,104.85748,0,0,9,3,0,27,24,17,20,172.1148,2.666666666666667,7,1.08
1144,18.0,94,7.891138715977885e-07,14.141414,0,0,5,2,0,42,48,17,20,81.4084,2.545,20,0.88
1145,21.06,76,0.2,27.891,0,0,9,3,3,11,72,17,7,60.0843,2.926666666666666,18,0.54
1146,39.7,30,0.1,82.295,0,1,5,2,1,14,24,17,7,101.9612772,2.708,1,0.675
1147,28.0,48,0.05,13.651,0,0,5,2,1,16,48,17,7,79.5454,2.67,10,0.82
1148,100.0,61,3.26424677868189e-10,112.51613,0,0,5,2,0,35,24,9,9,107.8682,1.93,0,1.086666666666667
1149,29.57,47,0.25,4.4944,0,0,5,2,1,7,48,17,7,107.8682,1.93,0,1.086666666666667
1150,8.5,48,1.327553433191729e-07,50.387463,32,0,5,2,0,40,24,18,21,107.8682,1.93,0,1.086666666666667
1151,30.29,15,0.2,82.885,16,0,12,3,1,5,24,15,1,720.642,2.55,4,0.3
1152,38.0,29,1.091240621311237e-09,103.63636,0,1,5,0,0,26,24,10,16,79.8658,2.806666666666667,19,0.8516666666666667
1153,40.0,95,1.515575282342455e-08,98.0,30,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
1154,18.0,67,0.4,100.1,16,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1155,145.8,87,1.130314069807151e-09,100.0,32,0,9,11,0,29,72,9,9,231.5326,2.75,11,0.8525
1156,45.3,44,0.24,4.4527,14,1,5,0,3,24,24,7,7,231.5326,2.75,11,0.8525
1157,12.0,65,0.0006487508587381,47.361145,3,0,5,2,0,33,6,3,9,231.5326,2.75,11,0.8525
1158,38.0,44,5.456203106556183e-09,98.72727,0,1,5,0,2,48,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
1159,59.72,48,0.05,65.747,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
1160,14.23,48,0.1,63.816,0,0,5,2,1,16,72,17,7,60.0843,2.926666666666666,18,0.54
1161,145.8,90,1.130314069807151e-09,57.457626,32,0,5,2,0,31,24,14,15,231.5326,2.75,11,0.8525
1162,21.8,44,0.02,45.417,0,1,5,0,3,24,24,8,2,60.0843,2.926666666666666,18,0.54
1163,10.0,88,0.01,86.268,0,0,9,11,1,1,24,15,6,60.0843,2.926666666666666,18,0.54
1164,7.5,48,7.73009779824707e-09,105.57671,0,0,5,2,0,40,28,3,9,107.8682,1.93,0,1.086666666666667
1165,361.4,90,1.855441514797428e-11,95.0878506,28,0,5,2,0,31,4,14,15,231.5326,2.75,11,0.8525
1166,420.7,7,4.825085666213883e-11,107.05633,0,0,5,2,0,46,24,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1167,20.12,64,0.005,78.548,0,0,5,2,1,6,24,17,7,195.084,2.28,16,0.805
1168,145.8,90,1.412892587258939e-10,119.65066,32,0,5,2,0,31,72,10,16,231.5326,2.75,11,0.8525
1169,10.0,91,0.2,96.04,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1170,1.5,103,0.0001,75.97,24,0,5,14,3,11,24,15,8,196.966569,2.54,2,1.07
1171,120.0,102,6.48750858738173e-08,76.6265,27,0,8,2,0,39,24,17,20,231.5326,2.75,11,0.8525
1172,28.41,47,1.137745337614076e-07,1.25,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
1173,375.4,83,2.120351005800117e-11,106.304344,34,0,12,4,0,25,12,17,20,60.0843,2.926666666666666,18,0.54
1174,215.0,0,0.005,13.896,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
1175,29.57,46,0.4,9.1379,0,0,5,5,1,21,24,5,0,107.8682,1.93,0,1.086666666666667
1176,10.0,91,0.005,94.554,36,0,5,2,1,4,6,17,7,231.5326,2.75,11,0.8525
1177,90.0,22,0.1,17.87,0,0,5,2,1,8,24,7,7,81.4084,2.545,20,0.88
1178,35.0,87,7.948502224812706e-20,85.9335,0,0,9,11,0,29,96,15,12,47.867,1.54,19,0.8516666666666667
1179,8.0,18,0.0508802499999999,69.379845,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1180,50.0,48,0.005,102.03,0,0,5,2,1,16,72,17,7,196.966569,2.54,2,1.07
1181,240.0,6,3.901157689198649e-10,112.323235,0,0,5,2,0,41,24,22,16,60.0843,2.926666666666666,18,0.54
1182,29.57,46,0.8,11.042,0,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
1183,28.41,45,1.422181672017595e-07,39.218243,0,0,5,5,0,45,48,18,21,107.8682,1.93,0,1.086666666666667
1184,188.0,6,2.863112147753454e-06,50.0,0,0,5,2,0,41,4,18,21,1526.45392,2.564830917874396,4,0.3
1185,33.69,89,0.004,105.13,0,0,12,0,1,12,24,16,7,196.966569,2.54,2,1.07
1186,27.7,46,0.075,111.64,27,0,5,5,1,21,24,17,7,107.8682,1.93,0,1.086666666666667
1187,30.0,70,1.044902e-05,93.333336,52,0,5,3,0,30,12,17,20,208.9804,2.02,3,1.035
1188,12.5,64,0.4,16.865,18,0,5,2,1,6,48,12,4,195.084,2.28,16,0.805
1189,20.0,10,0.0031,24.587,33,0,9,3,3,11,48,19,5,107.8682,1.93,0,1.086666666666667
1190,145.8,87,1.130314069807151e-09,94.6153846,32,0,9,11,0,29,24,14,15,231.5326,2.75,11,0.8525
1191,29.5,22,3.503940941174478e-06,16.864864,0,0,5,2,0,35,4,22,16,60.0843,2.926666666666666,18,0.54
1192,215.0,70,0.0006,88.198,0,0,5,3,1,3,24,17,7,196.966569,2.54,2,1.07
1193,40.0,95,1.515575282342455e-08,42.0,29,0,9,0,0,28,72,2,16,196.966569,2.54,2,1.07
1194,21.2,74,0.1378765983,97.817375,33,0,5,2,0,41,24,17,20,196.966569,2.54,2,1.07
1195,8.0,77,0.203521,26.744186,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1196,4.0,47,0.05,87.441,33,0,5,2,1,7,24,12,4,195.084,2.28,16,0.805
1197,28.0,20,3.729193447288952e-07,76.08696,0,0,13,2,0,42,24,18,21,101.9612772,2.708,1,0.675
1198,61.46,89,0.0002,120.0,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
1199,8.0,17,0.0814083999999999,72.48062,0,1,5,6,0,29,24,15,17,81.4084,2.545,20,0.88
1200,30.0,88,0.1,73.196,27,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
1201,96.0,22,3.250964740998874e-09,100.0,0,0,5,2,0,35,24,15,10,60.0843,2.926666666666666,18,0.54
1202,6.0,22,0.0274293495,88.31259,0,0,5,2,0,35,24,17,20,261.2319,2.597272727272728,4,0.3
1203,124.9,5,2.458521360223581e-12,95.87302,0,0,5,2,0,45,48,17,20,79.8658,2.806666666666667,19,0.8516666666666667
1204,5.0,57,0.005,20.784,0,0,5,2,3,16,72,17,7,196.966569,2.54,2,1.07
1205,18.4,94,1.124729878072519e-06,87.37374,27,0,5,2,0,42,48,17,20,231.5326,2.75,11,0.8525
1206,30.0,87,8.634155399995486e-25,76.29261,0,0,9,11,0,29,24,15,12,51.9961,1.66,9,0.94
1207,13.5,47,2.93078455103354e-07,84.0,19,0,5,2,0,34,24,10,16,195.084,2.28,16,0.805
1208,40.0,55,0.02,30.581,0,0,5,6,1,4,36,17,7,1526.45392,2.564830917874396,4,0.3
1209,10.0,94,0.025,91.466,27,0,5,2,1,18,48,16,7,231.5326,2.75,11,0.8525
1210,96.0,22,3.250964740998874e-09,106.995285,0,0,5,2,0,35,24,17,15,60.0843,2.926666666666666,18,0.54
1211,170.0,41,5.066372924938014e-09,97.90795,0,1,5,11,0,29,24,17,20,502.311426,2.658636363636364,5,1.14
1212,21.0,7,0.06,109.54,0,0,5,2,1,22,24,16,7,79.8658,2.806666666666667,19,0.8516666666666667
1213,90.0,22,0.05,66.41,0,0,5,2,1,8,24,7,7,107.8682,1.93,0,1.086666666666667
1214,150.0,25,1.33898385217855e-12,92.85714,0,1,5,3,0,45,4,16,20,79.8658,2.806666666666667,19,0.8516666666666667
1215,28.41,45,1.137745337614076e-06,21.889252,0,0,5,5,0,45,48,18,21,107.8682,1.93,0,1.086666666666667
1216,12.5,109,7.174665496957201e-05,49.814953,0,0,5,3,0,37,28,17,20,231.5326,2.75,11,0.8525
1217,88.5,6,1.091147106858293e-11,96.397514,0,0,5,2,0,41,3,18,21,143.0914,2.413333333333334,10,0.82
1218,24.6,35,0.36,54.15,0,0,5,2,3,15,48,16,7,195.084,2.28,16,0.805
1219,61.46,89,0.0004,119.7,0,0,12,0,1,12,96,16,7,196.966569,2.54,2,1.07
1220,18.0,67,0.3,31.916,27,0,3,2,1,15,24,17,7,231.5326,2.75,11,0.8525
1221,12.0,101,8.109385734227162e-05,100.214516,3,0,9,2,0,33,6,3,9,231.5326,2.75,11,0.8525
1222,361.4,87,7.421766059189711e-11,55.113636,28,0,9,11,0,29,72,15,22,231.5326,2.75,11,0.8525
1223,13.5,65,5.861569102067081e-07,49.93789,19,0,5,2,0,33,48,10,16,195.084,2.28,16,0.805
1224,15.0,46,0.1,7.4954,0,0,5,5,1,21,24,7,7,60.0843,2.926666666666666,18,0.54
1225,29.57,47,0.08,0.99834,0,0,5,2,1,7,72,5,0,107.8682,1.93,0,1.086666666666667
1226,199.89,6,0.5,61.042,0,0,5,2,1,17,24,17,7,60.0843,2.926666666666666,18,0.54
1227,200.0,11,1.590655412369967e-10,97.52577,0,0,5,2,0,41,24,15,22,240.797185,2.771428571428571,8,0.7683333333333334
1228,28.2,6,0.01,128.04,0,0,5,2,1,17,4,11,0,79.5454,2.67,10,0.82
1229,4.0,14,0.1,96.617,0,0,5,2,1,16,24,17,7,12.0107,2.55,4,0.3
1230,38.0,44,2.182481242622473e-08,91.09091,0,1,5,0,2,48,24,13,15,79.8658,2.806666666666667,19,0.8516666666666667
1231,10.0,88,0.003125,98.282,32,0,9,11,1,1,48,16,7,231.5326,2.75,11,0.8525
1232,13.5,50,2.93078455103354e-07,59.443943,19,0,5,3,0,41,48,10,16,195.084,2.28,16,0.805
1233,361.4,87,4.631182020934381e-12,100.568184,28,0,9,11,0,29,24,15,22,231.5326,2.75,11,0.8525
1234,21.2,6,0.0098483284499999,98.666664,33,0,5,2,0,41,48,17,20,196.966569,2.54,2,1.07
1235,145.8,90,2.825785174517878e-10,32.31441,32,0,5,2,0,31,72,15,22,231.5326,2.75,11,0.8525
1236,10.0,88,0.001,94.023,0,0,9,11,1,1,24,15,1,60.0843,2.926666666666666,18,0.54
1237,25.0,64,0.05,104.05,0,0,5,2,1,6,24,19,5,172.1148,2.666666666666667,7,1.08
1238,326.5,73,4.026077587644198e-12,83.56256,50,1,5,10,0,29,24,14,15,231.5326,2.75,11,0.8525
1239,46.3,30,0.005,82.838,0,1,5,2,1,14,12,17,7,79.5454,2.67,10,0.82
1240,18.0,0,0.0006,86.849,0,0,5,9,1,3,24,17,7,196.966569,2.54,2,1.07
1241,25.0,93,2.612319e-06,98.2446232,0,0,5,2,0,33,24,15,12,261.2319,2.597272727272728,4,0.3
1242,28.41,47,1.422181672017595e-07,1.25,0,0,5,2,0,34,48,3,9,107.8682,1.93,0,1.086666666666667
1243,20.0,20,0.05,80.45,0,0,4,2,1,18,24,19,5,79.8658,2.806666666666667,19,0.8516666666666667
1244,47.0,16,0.0002,86.637,0,1,5,3,4,21,24,16,7,107.8682,1.93,0,1.086666666666667
